horse_idx,layer_idx,sawyer-right_j0,sawyer-right_j1,sawyer-right_j2,sawyer-right_j3,sawyer-right_j4,sawyer-right_j5,sawyer-right_j6
1,0,-0.0033984375,-1.2193603515625,0.0021591796875,2.12603515625,-0.0032333984375,0.54573828125,1.5720244140625
1,1,-0.0040224609375,-1.22101953125,0.0023037109375,2.122001953125,-0.0030263671875,0.546990234375,1.5720244140625
1,2,-0.004845703125,-1.222576171875,0.0023037109375,2.118248046875,-0.0030263671875,0.54823046875,1.5720244140625
1,3,-0.0076240234375,-1.226923828125,0.0023037109375,2.110306640625,-0.0032333984375,0.551974609375,1.5720244140625
1,4,-0.0092705078125,-1.2292138671875,0.0023037109375,2.107419921875,-0.0030263671875,0.55343359375,1.5720244140625
1,5,-0.0137021484375,-1.234185546875,0.0021591796875,2.10251953125,-0.0030263671875,0.556337890625,1.5720244140625
1,6,-0.0156572265625,-1.2356328125,0.0021591796875,2.100931640625,-0.0032333984375,0.557177734375,1.5720244140625
1,7,-0.02008203125,-1.237916015625,0.0021591796875,2.097755859375,-0.0032333984375,0.5584169921875,1.5720244140625
1,8,-0.0220439453125,-1.238533203125,0.0021591796875,2.0967451171875,-0.0032333984375,0.5584169921875,1.5720244140625
1,9,-0.0288427734375,-1.23936328125,0.0021591796875,2.0950126953125,-0.0032333984375,0.5582099609375,1.5720244140625
1,10,-0.0358466796875,-1.2388486328125,0.0023037109375,2.09530078125,-0.003646484375,0.5584169921875,1.5720244140625
1,11,-0.0475908203125,-1.2388486328125,0.0021591796875,2.09530078125,-0.0038525390625,0.5584169921875,1.5720244140625
1,12,-0.058505859375,-1.238951171875,0.0020146484375,2.09530078125,-0.0038525390625,0.5584169921875,1.5720244140625
1,13,-0.064892578125,-1.2387392578125,0.0021591796875,2.0951572265625,-0.0038525390625,0.5584169921875,1.5720244140625
1,14,-0.0692216796875,-1.238951171875,0.0021591796875,2.09530078125,-0.0038525390625,0.5584169921875,1.5720244140625
1,15,-0.0748876953125,-1.238533203125,0.0020146484375,2.0951572265625,-0.0038525390625,0.5584169921875,1.5720244140625
1,16,-0.0765341796875,-1.2368740234375,0.0021591796875,2.0948681640625,-0.003646484375,0.5584169921875,1.5720244140625
