horse_idx,layer_idx,panda-panda_joint1,panda-panda_joint2,panda-panda_joint3,panda-panda_joint4,panda-panda_joint5,panda-panda_joint6,panda-panda_joint7
1,0,-7.648307921734367e-06,-0.7853916017932514,4.6836076219021764e-06,-2.356189155387191,-2.214769289676083e-06,1.5707935934084252,0.7853975490710634
1,1,-0.0034585940227070387,-0.7824309809452277,0.002117945235936932,-2.3537820709480837,-0.001001527122774602,1.5695602790038803,0.7851203626623816
1,2,-0.006909539737492343,-0.779470360097204,0.004231206864251961,-2.351374986508976,-0.002000839476259528,1.5683269645993354,0.7848431762536998
1,3,-0.010353326827017442,-0.7765158807468857,0.006340084752768052,-2.348972895314299,-0.00299807886098524,1.5670962085762836,0.7845665648391764
1,4,-0.013797113916542541,-0.7735614013965674,0.008448962641284143,-2.346570804119622,-0.003995318245710952,1.5658654525532316,0.784289953424653
1,5,-0.017242382557027973,-0.7706056510002741,0.010558747789738126,-2.3441676795217683,-0.004992986652594455,1.5646341670468753,0.7840132230091879
1,6,-0.020687651197513403,-0.7676499006039808,0.012668532938192109,-2.3417645549239148,-0.005990655059477957,1.563402881540519,0.7837364925937227
1,7,-0.024131023725561807,-0.7646957769125027,0.014777156960975823,-2.3393627528918506,-0.006987774396993664,1.5621722736753005,0.7834599144775518
1,8,-0.027574396253610214,-0.7617416532210245,0.01688578098375954,-2.336960950859786,-0.007984893734509372,1.5609416658100823,0.7831833363613809
1,9,-0.031018894876118495,-0.7587865634353188,0.018995094594965845,-2.334558363360584,-0.00898233916237768,1.5597106554961924,0.7829066677951986
1,10,-0.034463393498626774,-0.7558314736496131,0.021104408206172154,-2.3321557758613825,-0.00997978459024599,1.5584796451823026,0.7826299992290163
1,11,-0.038085141329393946,-0.7527243189678939,0.023322264223263868,-2.329629554481411,-0.011028557201471497,1.557185288754099,0.7823390936751966
1,12,-0.04170688916016112,-0.7496171642861748,0.025540120240355582,-2.32710333310144,-0.012077329812697006,1.5558909323258951,0.7820481881213769
1,13,-0.05015467636000641,-0.7423696741861789,0.0307133063780328,-2.3212108796135404,-0.014523609414328596,1.5528718243765987,0.78136964606689
1,14,-0.0586024635598517,-0.735122184086183,0.035886492515710015,-2.315318426125641,-0.016969889015960183,1.549852716427302,0.7806911040124029
1,15,-0.06704928980327052,-0.7278755184058869,0.0410590901908293,-2.3094266429187167,-0.0194158903473124,1.5468339519089085,0.7800126391437319
1,16,-0.07549611604668932,-0.7206288527255909,0.0462316878659486,-2.303534859711793,-0.021861891678664615,1.5438151873905148,0.7793341742750609
1,17,-0.08544018596271197,-0.7120976780445618,0.052321155252461775,-2.296598727435443,-0.02474145940655554,1.5402613312360445,0.7785354479966689
1,18,-0.0953842558787346,-0.7035665033635329,0.05841062263897495,-2.2896625951590925,-0.027621027134446464,1.5367074750815743,0.7777367217182769
1,19,-0.10632856215247088,-0.6941772101091197,0.06511260650320193,-2.2820287835881166,-0.030790239681838756,1.5327961499867402,0.7768576545864663
1,20,-0.11727286842620718,-0.6847879168547064,0.0718145903674289,-2.274394972017141,-0.03395945222923105,1.5288848248919058,0.7759785874546555
1,21,-0.12961669531818848,-0.6741979527517593,0.07937360110631853,-2.265784974617465,-0.03753393288523979,1.524473332862963,0.7749871082114674
1,22,-0.14196052221016975,-0.6636079886488122,0.08693261184520815,-2.2571749772177894,-0.041108413541248535,1.5200618408340203,0.7739956289682794
1,23,-0.15505208792488573,-0.6523765275967882,0.09494951670724104,-2.2480434211981066,-0.04489942169565797,1.515383118562375,0.7729440899455307
1,24,-0.16814365363960174,-0.6411450665447642,0.10296642156927394,-2.238911865178424,-0.04869042985006741,1.5107043962907294,0.771892550922782
1,25,-0.1826516479813742,-0.6286984289963282,0.11185070729272723,-2.2287923297498837,-0.05289160227300847,1.5055194644252112,0.7707272417057918
1,26,-0.19715964232314667,-0.6162517914478921,0.1207349930161805,-2.218672794321343,-0.05709277469594953,1.5003345325596928,0.7695619324888017
1,27,-0.21264537441348136,-0.6029663372383041,0.13021801770493802,-2.2078712727027536,-0.06157707687269129,1.4948001724073132,0.7683180895487236
1,28,-0.22813110650381604,-0.5896808830287159,0.13970104239369552,-2.197069751084164,-0.06606137904943304,1.4892658122549336,0.7670742466086454
1,29,-0.24461983752743605,-0.5755349401885164,0.14979827528337358,-2.1855686232346194,-0.07083612602229836,1.483372995860584,0.7657498409199162
1,30,-0.2611085685510561,-0.5613889973483169,0.15989550817305165,-2.1740674953850743,-0.07561087299516366,1.4774801794662344,0.7644254352311868
1,31,-0.278715105265699,-0.5462840713462835,0.1706772536775269,-2.1617866819341947,-0.08070931008898596,1.471187876677673,0.7630112453004825
1,32,-0.2963216419803419,-0.5311791453442501,0.18145899918200217,-2.1495058684833146,-0.08580774718280829,1.4648955738891114,0.7615970553697783
1,33,-0.3148890030858126,-0.5152499129178685,0.1928291263894947,-2.136554866153494,-0.09118441632159442,1.4582598873850747,0.7601056902284857
1,34,-0.3334563641912833,-0.4993206804914868,0.20419925359698723,-2.123603863823674,-0.09656108546038056,1.451624200881038,0.7586143250871931
1,35,-0.35284929711612545,-0.4826831769585792,0.21607493765511962,-2.11007701323543,-0.10217682069465822,1.4446934678300636,0.7570566484746015
1,36,-0.3722422300409676,-0.46604567342567166,0.227950621713252,-2.0965501626471856,-0.10779255592893587,1.4377627347790891,0.7554989718620099
1,37,-0.3925550898129603,-0.44861895011725106,0.24038964297446203,-2.082381649806937,-0.11367468024569642,1.4305032341596022,0.7538674050059644
1,38,-0.41286794958495293,-0.4311922268088305,0.2528286642356721,-2.0682131369666887,-0.11955680456245697,1.4232437335401154,0.7522358381499188
1,39,-0.43223240809026797,-0.4145791519302846,0.26468691136400363,-2.054706147696999,-0.12516429427752235,1.4163231768044662,0.7506804486559144
1,40,-0.45159686659558307,-0.3979660770517387,0.2765451584923352,-2.0411991584273097,-0.13077178399258774,1.409402620068817,0.7491250591619102
1,41,-0.4700375478100781,-0.38214552530516055,0.2878377105147035,-2.0283365171496524,-0.13611176962764687,1.4028122069904494,0.7476438691861906
1,42,-0.48847822902457316,-0.3663249735585824,0.2991302625370719,-2.015473875871995,-0.14145175526270598,1.3962217939120818,0.7461626792104711
1,43,-0.5059756939671018,-0.3513136219530017,0.3098452155707895,-2.003269141556257,-0.14651860774804742,1.389968471680966,0.7447572501283283
1,44,-0.5234731589096306,-0.336302270347421,0.32056016860450703,-1.9910644072405186,-0.1515854602333889,1.3837151494498503,0.7433518210461855
1,45,-0.539967550634043,-0.3221514711025819,0.33066086794737287,-1.9795593309704775,-0.15636184641147466,1.3778203100089494,0.7420269606793901
