horse_idx,layer_idx,sawyer-right_j0,sawyer-right_j1,sawyer-right_j2,sawyer-right_j3,sawyer-right_j4,sawyer-right_j5,sawyer-right_j6
1,0,-0.0724111328125,-1.13065234375,-0.0049052734375,2.1596474609375,-0.0124638671875,0.51600390625,1.571818359375
1,1,-0.0744765625,-1.12039453125,-0.0051943359375,2.1535927734375,-0.01534375,0.5110205078125,1.571818359375
1,2,-0.0819951171875,-1.0825751953125,-0.005771484375,2.1303662109375,-0.021927734375,0.4935517578125,1.571818359375
1,3,-0.0864267578125,-1.0588544921875,-0.006060546875,2.1155048828125,-0.0246005859375,0.48190625,1.571818359375
1,4,-0.0893076171875,-1.043,-0.0063486328125,2.10496484375,-0.0256201171875,0.473591796875,1.571818359375
1,5,-0.093732421875,-1.0195888671875,-0.0064931640625,2.08982421875,-0.0260341796875,0.4611201171875,1.571818359375
1,6,-0.0970322265625,-1.004564453125,-0.0063486328125,2.080294921875,-0.0260341796875,0.4519658203125,1.571818359375
1,7,-0.102904296875,-0.9828115234375,-0.0063486328125,2.067310546875,-0.0258271484375,0.4366025390625,1.571818359375
1,8,-0.1072333984375,-0.968623046875,-0.0063486328125,2.0593701171875,-0.0260341796875,0.4251630859375,1.571818359375
1,9,-0.11547265625,-0.9441826171875,-0.0064931640625,2.0462314453125,-0.0260341796875,0.4058349609375,1.571818359375
1,10,-0.118875,-0.933724609375,-0.0066376953125,2.0407451171875,-0.0258271484375,0.397107421875,1.571818359375
1,11,-0.1250556640625,-0.91384375,-0.0067822265625,2.03050390625,-0.0260341796875,0.3800654296875,1.571818359375
1,12,-0.1283486328125,-0.9011025390625,-0.0070712890625,2.023708984375,-0.0256201171875,0.369671875,1.571818359375
1,13,-0.1324716796875,-0.8822568359375,-0.0079375,2.014623046875,-0.0258271484375,0.3540751953125,1.571818359375
1,14,-0.1351474609375,-0.8705517578125,-0.0080810546875,2.00928125,-0.0256201171875,0.3441083984375,1.571818359375
1,15,-0.1397841796875,-0.851294921875,-0.0079375,2.00162890625,-0.0258271484375,0.3295576171875,1.571818359375
